Message Name,Field Def #,Field Name,Field Type,Array,Components,Scale,Offset,Units,Bits,Accumulate,Ref Field Name,Ref Field Value,Comment,Products:,EXAMPLE
,27,swc_lat,sint32,,,,,semicircles,,,,,South west corner latitude.,,1
,28,swc_long,sint32,,,,,semicircles,,,,,South west corner latitude.,,1
,29,name,string,,,,,,,,,,,,16
,30,normalized_power,uint16,,,,,watts,,,,,,,1
,31,left_right_balance,left_right_balance_100,,,,,,,,,,,,1
,32,sub_sport,sub_sport,,,,,,,,,,,,1
,33,total_work,uint32,,,,,J,,,,,,,1
,34,avg_altitude,uint16,,enhanced_avg_altitude,5,500,m,16,,,,,,1
,35,max_altitude,uint16,,enhanced_max_altitude,5,500,m,16,,,,,,1
,36,gps_accuracy,uint8,,,,,m,,,,,,,1
,37,avg_grade,sint16,,,100,,%,,,,,,,1
,38,avg_pos_grade,sint16,,,100,,%,,,,,,,1
,39,avg_neg_grade,sint16,,,100,,%,,,,,,,1
,40,max_pos_grade,sint16,,,100,,%,,,,,,,1
,41,max_neg_grade,sint16,,,100,,%,,,,,,,1
,42,avg_temperature,sint8,,,,,C,,,,,,,1
,43,max_temperature,sint8,,,,,C,,,,,,,1
,44,total_moving_time,uint32,,,1000,,s,,,,,,,1
,45,avg_pos_vertical_speed,sint16,,,1000,,m/s,,,,,,,1
,46,avg_neg_vertical_speed,sint16,,,1000,,m/s,,,,,,,1
,47,max_pos_vertical_speed,sint16,,,1000,,m/s,,,,,,,1
,48,max_neg_vertical_speed,sint16,,,1000,,m/s,,,,,,,1
,49,time_in_hr_zone,uint32,[N],,1000,,s,,,,,,,1
,50,time_in_speed_zone,uint32,[N],,1000,,s,,,,,,,1
,51,time_in_cadence_zone,uint32,[N],,1000,,s,,,,,,,1
,52,time_in_power_zone,uint32,[N],,1000,,s,,,,,,,1
,53,repetition_num,uint16,,,,,,,,,,,,1
,54,min_altitude,uint16,,enhanced_min_altitude,5,500,m,16,,,,,,1
,55,min_heart_rate,uint8,,,,,bpm,,,,,,,1
,56,active_time,uint32,,,1000,,s,,,,,,,1
,57,wkt_step_index,message_index,,,,,,,,,,,,1
,58,sport_event,sport_event,,,,,,,,,,,,1
,59,avg_left_torque_effectiveness,uint8,,,2,,percent,,,,,,,1
,60,avg_right_torque_effectiveness,uint8,,,2,,percent,,,,,,,1
,61,avg_left_pedal_smoothness,uint8,,,2,,percent,,,,,,,1
,62,avg_right_pedal_smoothness,uint8,,,2,,percent,,,,,,,1
,63,avg_combined_pedal_smoothness,uint8,,,2,,percent,,,,,,,1
,64,status,segment_lap_status,,,,,,,,,,,,1
,65,uuid,string,,,,,,,,,,,,33
,66,avg_fractional_cadence,uint8,,,128,,rpm,,,,,fractional part of the avg_cadence,,1
,67,max_fractional_cadence,uint8,,,128,,rpm,,,,,fractional part of the max_cadence,,1
,68,total_fractional_cycles,uint8,,,128,,cycles,,,,,fractional part of the total_cycles,,1
,69,front_gear_shift_count,uint16,,,,,,,,,,,,1
,70,rear_gear_shift_count,uint16,,,,,,,,,,,,1
,71,time_standing,uint32,,,1000,,s,,,,,Total time spent in the standing position,,
,72,stand_count,uint16,,,,,,,,,,Number of transitions to the standing state,,
,73,avg_left_pco,sint8,,,,,mm,,,,,Average left platform center offset,,
,74,avg_right_pco,sint8,,,,,mm,,,,,Average right platform center offset,,
,75,avg_left_power_phase,uint8,[N],,0.7111111,,degrees,,,,,Average left power phase angles. Data value indexes defined by power_phase_type.,,
,76,avg_left_power_phase_peak,uint8,[N],,0.7111111,,degrees,,,,,Average left power phase peak angles. Data value indexes defined by power_phase_type.,,
,77,avg_right_power_phase,uint8,[N],,0.7111111,,degrees,,,,,Average right power phase angles. Data value indexes defined by power_phase_type.,,
,78,avg_right_power_phase_peak,uint8,[N],,0.7111111,,degrees,,,,,Average right power phase peak angles. Data value indexes defined by power_phase_type.,,
,79,avg_power_position,uint16,[N],,,,watts,,,,,Average power by position. Data value indexes defined by rider_position_type.,,
,80,max_power_position,uint16,[N],,,,watts,,,,,Maximum power by position. Data value indexes defined by rider_position_type.,,
,81,avg_cadence_position,uint8,[N],,,,rpm,,,,,Average cadence by position. Data value indexes defined by rider_position_type.,,
,82,max_cadence_position,uint8,[N],,,,rpm,,,,,Maximum cadence by position. Data value indexes defined by rider_position_type.,,
,83,manufacturer,manufacturer,,,,,,,,,,Manufacturer that produced the segment,,
,84,total_grit,float32,,,,,kGrit,,,,,The grit score estimates how challenging a route could be for a cyclist in terms of time spent going over sharp turns or large grade slopes.,,
,85,total_flow,float32,,,,,Flow,,,,,The flow score estimates how long distance wise a cyclist deaccelerates over intervals where deacceleration is unnecessary such as smooth turns or small grade angle intervals.,,
,86,avg_grit,float32,,,,,kGrit,,,,,The grit score estimates how challenging a route could be for a cyclist in terms of time spent going over sharp turns or large grade slopes.,,
,87,avg_flow,float32,,,,,Flow,,,,,The flow score estimates how long distance wise a cyclist deaccelerates over intervals where deacceleration is unnecessary such as smooth turns or small grade angle intervals.,,
,89,total_fractional_ascent,uint8,,,100,,m,,,,,fractional part of total_ascent,,
,90,total_fractional_descent,uint8,,,100,,m,,,,,fractional part of total_descent,,
,91,enhanced_avg_altitude,uint32,,,5,500,m,,,,,,,
,92,enhanced_max_altitude,uint32,,,5,500,m,,,,,,,
,93,enhanced_min_altitude,uint32,,,5,500,m,,,,,,,
,,,SEGMENT LIST FILE MESSAGES,,,,,,,,,,,,
segment_file,,,,,,,,,,,,,Summary of the unique segment and leaderboard information associated with a segment file. This message is used to compile a segment list file describing all segment files on a device. The segment list file is used when refreshing the contents of a segment file with the latest available leaderboard information.,,
,254,message_index,message_index,,,,,,,,,,,,1
,1,file_uuid,string,,,,,,,,,,UUID of the segment file,,1
,3,enabled,bool,,,,,,,,,,Enabled state of the segment file,,1
,4,user_profile_primary_key,uint32,,,,,,,,,,Primary key of the user that created the segment file,,1
,7,leader_type,segment_leaderboard_type,[N],,,,,,,,,Leader type of each leader in the segment file,,1
,8,leader_group_primary_key,uint32,[N],,,,,,,,,Group primary key of each leader in the segment file,,1
,9,leader_activity_id,uint32,[N],,,,,,,,,Activity ID of each leader in the segment file,,1
,10,leader_activity_id_string,string,[N],,,,,,,,,"String version of the activity ID of each leader in the segment file. 21 characters long for each ID, express in decimal",,
,11,default_race_leader,uint8,,,,,,,,,,Index for the Leader Board entry selected as the default race participant,,
,,,WORKOUT FILE MESSAGES,,,,,,,,,,,,
workout,,,,,,,,,,,,,,,
,4,sport,sport,,,,,,,,,,,,1
,5,capabilities,workout_capabilities,,,,,,,,,,,,1
,6,num_valid_steps,uint16,,,,,,,,,,number of valid steps,,1
,8,wkt_name,string,,,,,,,,,,,,16
,11,sub_sport,sub_sport,,,,,,,,,,,,1
,14,pool_length,uint16,,,100,,m,,,,,,,1
,15,pool_length_unit,display_measure,,,,,,,,,,,,1
workout_session,,,,,,,,,,,,,,,
,254,message_index,message_index,,,,,,,,,,,,1
,0,sport,sport,,,,,,,,,,,,1
,1,sub_sport,sub_sport,,,,,,,,,,,,1
,2,num_valid_steps,uint16,,,,,,,,,,,,1
,3,first_step_index,uint16,,,,,,,,,,,,1
,4,pool_length,uint16,,,100,,m,,,,,,,1
,5,pool_length_unit,display_measure,,,,,,,,,,,,1
workout_step,,,,,,,,,,,,,,,
,254,message_index,message_index,,,,,,,,,,,,1
,0,wkt_step_name,string,,,,,,,,,,,,16
,1,duration_type,wkt_step_duration,,,,,,,,,,,,1
,2,duration_value,uint32,,,,,,,,,,,,1
,,duration_time,uint32,,,1000,,s,,,"duration_type,duration_type","time,repetition_time",,,1
,,duration_distance,uint32,,,100,,m,,,duration_type,distance,,,1
,,duration_hr,workout_hr,,,,,% or bpm,,,"duration_type,duration_type","hr_less_than,hr_greater_than",,,1
,,duration_calories,uint32,,,,,calories,,,duration_type,calories,,,1
,,duration_step,uint32,,,,,,,,"duration_type,duration_type,duration_type,duration_type,duration_type,duration_type,duration_type,duration_type","repeat_until_steps_cmplt,repeat_until_time,repeat_until_distance,repeat_until_calories,repeat_until_hr_less_than,repeat_until_hr_greater_than,repeat_until_power_less_than,repeat_until_power_greater_than",message_index of step to loop back to. Steps are assumed to be in the order by message_index. custom_name and intensity members are undefined for this duration type.,,1
,,duration_power,workout_power,,,,,% or watts,,,"duration_type,duration_type","power_less_than,power_greater_than",,,1
,,duration_reps,uint32,,,,,,,,duration_type,reps,,,1
,3,target_type,wkt_step_target,,,,,,,,,,,,1
,4,target_value,uint32,,,,,,,,,,,,1
,,target_speed_zone,uint32,,,,,,,,target_type,speed,speed zone (1-10);Custom =0;,,1
,,target_hr_zone,uint32,,,,,,,,target_type,heart_rate,hr zone (1-5);Custom =0;,,1
,,target_cadence_zone,uint32,,,,,,,,target_type,cadence,Zone (1-?); Custom = 0;,,1
,,target_power_zone,uint32,,,,,,,,target_type,power,Power Zone ( 1-7); Custom = 0;,,1
,,repeat_steps,uint32,,,,,,,,duration_type,repeat_until_steps_cmplt,# of repetitions,,1
,,repeat_time,uint32,,,1000,,s,,,duration_type,repeat_until_time,,,1
,,repeat_distance,uint32,,,100,,m,,,duration_type,repeat_until_distance,,,1
,,repeat_calories,uint32,,,,,calories,,,duration_type,repeat_until_calories,,,1
,,repeat_hr,workout_hr,,,,,% or bpm,,,"duration_type,duration_type","repeat_until_hr_less_than,repeat_until_hr_greater_than",,,1
,,repeat_power,workout_power,,,,,% or watts,,,"duration_type,duration_type","repeat_until_power_less_than,repeat_until_power_greater_than",,,1
,,target_stroke_type,swim_stroke,,,,,,,,target_type,swim_stroke,,,1
,5,custom_target_value_low,uint32,,,,,,,,,,,,1
,,custom_target_speed_low,uint32,,,1000,,m/s,,,target_type,speed,,,1
,,custom_target_heart_rate_low,workout_hr,,,,,% or bpm,,,target_type,heart_rate,,,1
,,custom_target_cadence_low,uint32,,,,,rpm,,,target_type,cadence,,,1
,,custom_target_power_low,workout_power,,,,,% or watts,,,target_type,power,,,1
,6,custom_target_value_high,uint32,,,,,,,,,,,,1
,,custom_target_speed_high,uint32,,,1000,,m/s,,,target_type,speed,,,1
,,custom_target_heart_rate_high,workout_hr,,,,,% or bpm,,,target_type,heart_rate,,,1
,,custom_target_cadence_high,uint32,,,,,rpm,,,target_type,cadence,,,1
,,custom_target_power_high,workout_power,,,,,% or watts,,,target_type,power,,,1
,7,intensity,intensity,,,,,,,,,,,,1
,8,notes,string,,,,,,,,,,,,50
,9,equipment,workout_equipment,,,,,,,,,,,,1
,10,exercise_category,exercise_category,,,,,,,,,,,,1
,11,exercise_name,uint16,,,,,,,,,,,,
,12,exercise_weight,uint16,,,100,,kg,,,,,,,
,13,weight_display_unit,fit_base_unit,,,,,,,,,,,,
,19,secondary_target_type,wkt_step_target,,,,,,,,,,,,1
,20,secondary_target_value,uint32,,,,,,,,,,,,1
,,secondary_target_speed_zone,uint32,,,,,,,,secondary_target_type,speed,speed zone (1-10);Custom =0;,,1
,,secondary_target_hr_zone,uint32,,,,,,,,secondary_target_type,heart_rate,hr zone (1-5);Custom =0;,,1
,,secondary_target_cadence_zone,uint32,,,,,,,,secondary_target_type,cadence,Zone (1-?); Custom = 0;,,1
,,secondary_target_power_zone,uint32,,,,,,,,secondary_target_type,power,Power Zone ( 1-7); Custom = 0;,,1
,,secondary_target_stroke_type,swim_stroke,,,,,,,,secondary_target_type,swim_stroke,,,1
,21,secondary_custom_target_value_low,uint32,,,,,,,,,,,,1
,,secondary_custom_target_speed_low,uint32,,,1000,,m/s,,,secondary_target_type,speed,,,1
,,secondary_custom_target_heart_rate_low,workout_hr,,,,,% or bpm,,,secondary_target_type,heart_rate,,,1
,,secondary_custom_target_cadence_low,uint32,,,,,rpm,,,secondary_target_type,cadence,,,1
,,secondary_custom_target_power_low,workout_power,,,,,% or watts,,,secondary_target_type,power,,,1
,22,secondary_custom_target_value_high,uint32,,,,,,,,,,,,1
,,secondary_custom_target_speed_high,uint32,,,1000,,m/s,,,secondary_target_type,speed,,,1
,,secondary_custom_target_heart_rate_high,workout_hr,,,,,% or bpm,,,secondary_target_type,heart_rate,,,1
,,secondary_custom_target_cadence_high,uint32,,,,,rpm,,,secondary_target_type,cadence,,,1
,,secondary_custom_target_power_high,workout_power,,,,,% or watts,,,secondary_target_type,power,,,1
exercise_title,,,,,,,,,,,,,,,
,254,message_index,message_index,,,,,,,,,,,,1
,0,exercise_category,exercise_category,,,,,,,,,,,,1
,1,exercise_name,uint16,,,,,,,,,,,,1
,2,wkt_step_name,string,[N],,,,,,,,,,,200
,,,SCHEDULE FILE MESSAGES,,,,,,,,,,,,
schedule,,,,,,,,,,,,,,,
,0,manufacturer,manufacturer,,,,,,,,,,Corresponds to file_id of scheduled workout / course.,,1
,1,product,uint16,,,,,,,,,,Corresponds to file_id of scheduled workout / course.,,1
,,favero_product,favero_product,,,,,,,,manufacturer,favero_electronics,,,
,,garmin_product,garmin_product,,,,,,,,"manufacturer,manufacturer,manufacturer,manufacturer","garmin,dynastream,dynastream_oem,tacx",,,1
,2,serial_number,uint32z,,,,,,,,,,Corresponds to file_id of scheduled workout / course.,,1
,3,time_created,date_time,,,,,,,,,,Corresponds to file_id of scheduled workout / course.,,1
,4,completed,bool,,,,,,,,,,TRUE if this activity has been started,,1
,5,type,schedule,,,,,,,,,,,,1
,6,scheduled_time,local_date_time,,,,,,,,,,,,1
,,,TOTALS FILE MESSAGES,,,,,,,,,,,,
totals,,,,,,,,,,,,,,,
,254,message_index,message_index,,,,,,,,,,,,1
,253,timestamp,date_time,,,,,s,,,,,,,1
,0,timer_time,uint32,,,,,s,,,,,Excludes pauses,,1
,1,distance,uint32,,,,,m,,,,,,,1
,2,calories,uint32,,,,,kcal,,,,,,,1
,3,sport,sport,,,,,,,,,,,,1
,4,elapsed_time,uint32,,,,,s,,,,,Includes pauses,,1
,5,sessions,uint16,,,,,,,,,,,,1
,6,active_time,uint32,,,,,s,,,,,,,1
,9,sport_index,uint8,,,,,,,,,,,,
,,,WEIGHT SCALE FILE MESSAGES,,,,,,,,,,,,
weight_scale,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,,,1
,0,weight,weight,,,100,,kg,,,,,,,1
,1,percent_fat,uint16,,,100,,%,,,,,,,1
,2,percent_hydration,uint16,,,100,,%,,,,,,,1
,3,visceral_fat_mass,uint16,,,100,,kg,,,,,,,1
,4,bone_mass,uint16,,,100,,kg,,,,,,,1
,5,muscle_mass,uint16,,,100,,kg,,,,,,,1
,7,basal_met,uint16,,,4,,kcal/day,,,,,,,1
,8,physique_rating,uint8,,,,,,,,,,,,1
,9,active_met,uint16,,,4,,kcal/day,,,,,"~4kJ per kcal, 0.25 allows max 16384 kcal",,1
,10,metabolic_age,uint8,,,,,years,,,,,,,1
,11,visceral_fat_rating,uint8,,,,,,,,,,,,1
,12,user_profile_index,message_index,,,,,,,,,,Associates this weight scale message to a user. This corresponds to the index of the user profile message in the weight scale file.,,1
,,,BLOOD PRESSURE FILE MESSAGES,,,,,,,,,,,,
blood_pressure,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,,,1
,0,systolic_pressure,uint16,,,,,mmHg,,,,,,,1
,1,diastolic_pressure,uint16,,,,,mmHg,,,,,,,1
,2,mean_arterial_pressure,uint16,,,,,mmHg,,,,,,,1
,3,map_3_sample_mean,uint16,,,,,mmHg,,,,,,,1
,4,map_morning_values,uint16,,,,,mmHg,,,,,,,1
,5,map_evening_values,uint16,,,,,mmHg,,,,,,,1
,6,heart_rate,uint8,,,,,bpm,,,,,,,1
,7,heart_rate_type,hr_type,,,,,,,,,,,,1
,8,status,bp_status,,,,,,,,,,,,1
,9,user_profile_index,message_index,,,,,,,,,,Associates this blood pressure message to a user. This corresponds to the index of the user profile message in the blood pressure file.,,1
,,,MONITORING FILE MESSAGES,,,,,,,,,,,,
monitoring_info,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,,,1
,0,local_timestamp,local_date_time,,,,,s,,,,,Use to convert activity timestamps to local time if device does not support time zone and daylight savings time correction.,,1
,1,activity_type,activity_type,[N],,,,,,,,,,,
,3,cycles_to_distance,uint16,[N],,5000,,m/cycle,,,,,Indexed by activity_type,,
,4,cycles_to_calories,uint16,[N],,5000,,kcal/cycle,,,,,Indexed by activity_type,,
,5,resting_metabolic_rate,uint16,,,,,kcal / day,,,,,,,
monitoring,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,"Must align to logging interval, for example, time must be 00:00:00 for daily log.",,1
,0,device_index,device_index,,,,,,,,,,Associates this data to device_info message. Not required for file with single device (sensor).,,1
,1,calories,uint16,,,,,kcal,,,,,Accumulated total calories. Maintained by MonitoringReader for each activity_type. See SDK documentation,,1
,2,distance,uint32,,,100,,m,,,,,Accumulated distance. Maintained by MonitoringReader for each activity_type. See SDK documentation.,,1
,3,cycles,uint32,,,2,,cycles,,,,,Accumulated cycles. Maintained by MonitoringReader for each activity_type. See SDK documentation.,,1
,,steps,uint32,,,1,,steps,,,"activity_type,activity_type","walking,running",,,
,,strokes,uint32,,,2,,strokes,,,"activity_type,activity_type","cycling,swimming",,,1
,4,active_time,uint32,,,1000,,s,,,,,,,1
,5,activity_type,activity_type,,,,,,,,,,,,1
,6,activity_subtype,activity_subtype,,,,,,,,,,,,1
,7,activity_level,activity_level,,,,,,,,,,,,
,8,distance_16,uint16,,,,,100 * m,,,,,,,1
,9,cycles_16,uint16,,,,,2 * cycles (steps),,,,,,,1
,10,active_time_16,uint16,,,,,s,,,,,,,1
,11,local_timestamp,local_date_time,,,,,,,,,,"Must align to logging interval, for example, time must be 00:00:00 for daily log.",,1
,12,temperature,sint16,,,100,,C,,,,,Avg temperature during the logging interval ended at timestamp,,
,14,temperature_min,sint16,,,100,,C,,,,,Min temperature during the logging interval ended at timestamp,,
,15,temperature_max,sint16,,,100,,C,,,,,Max temperature during the logging interval ended at timestamp,,
,16,activity_time,uint16,[8],,,,minutes,,,,,Indexed using minute_activity_level enum,,
,19,active_calories,uint16,,,,,kcal,,,,,,,
,24,current_activity_type_intensity,byte,,"activity_type,intensity",,,,"5,3",,,,Indicates single type / intensity for duration since last monitoring message.,,
,25,timestamp_min_8,uint8,,,,,min,,,,,,,
,26,timestamp_16,uint16,,,,,s,,,,,,,
,27,heart_rate,uint8,,,,,bpm,,,,,,,
,28,intensity,uint8,,,10,,,,,,,,,
,29,duration_min,uint16,,,,,min,,,,,,,
,30,duration,uint32,,,,,s,,,,,,,
,31,ascent,uint32,,,1000,,m,,,,,,,
,32,descent,uint32,,,1000,,m,,,,,,,
,33,moderate_activity_minutes,uint16,,,,,minutes,,,,,,,
,34,vigorous_activity_minutes,uint16,,,,,minutes,,,,,,,
hr,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,,,,,,,,1
,0,fractional_timestamp,uint16,,,32768,,s,,,,,,,1
,1,time256,uint8,,fractional_timestamp,256,,s,8,,,,,,1
,6,filtered_bpm,uint8,[N],,,,bpm,,,,,,,1
,9,event_timestamp,uint32,[N],,1024,,s,,,,,,,1
,10,event_timestamp_12,byte,[N],"event_timestamp,event_timestamp,event_timestamp,event_timestamp,event_timestamp,event_timestamp,event_timestamp,event_timestamp,event_timestamp,event_timestamp","1024,1024,1024,1024,1024,1024,1024,1024,1024,1024",,s,"12,12,12,12,12,12,12,12,12,12","1,1,1,1,1,1,1,1,1,1",,,,,1
stress_level,,,,,,,,,,,,,Value from 1 to 100 calculated by FirstBeat,,
,0,stress_level_value,sint16,,,,,,,,,,,,
,1,stress_level_time,date_time,,,,,s,,,,,Time stress score was calculated,,
,,,OTHER MESSAGES,,,,,,,,,,,,
memo_glob,,,,,,,,,,,,,,,
,250,part_index,uint32,,,,,,,,,,Sequence number of memo blocks,,
,0,memo,byte,[N],,,,,,,,,Deprecated. Use data field.,,
,1,mesg_num,mesg_num,,,,,,,,,,Message Number of the parent message,,
,2,parent_index,message_index,,,,,,,,,,Index of mesg that this glob is associated with.,,
,3,field_num,uint8,,,,,,,,,,Field within the parent that this glob is associated with,,
,4,data,uint8z,[N],,,,,,,,,"Block of utf8 bytes. Note, mutltibyte characters may be split across adjoining memo_glob messages.",,
ant_channel_id,,,,,,,,,,,,,,,
,0,channel_number,uint8,,,,,,,,,,,,
,1,device_type,uint8z,,,,,,,,,,,,
,2,device_number,uint16z,,,,,,,,,,,,
,3,transmission_type,uint8z,,,,,,,,,,,,
,4,device_index,device_index,,,,,,,,,,,,
ant_rx,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,,,1
,0,fractional_timestamp,uint16,,,32768,,s,,,,,,,1
,1,mesg_id,byte,,,,,,,,,,,,1
,2,mesg_data,byte,[N],"channel_number,data,data,data,data,data,data,data,data",,,,"8,8,8,8,8,8,8,8,8",,,,,,9
,3,channel_number,uint8,,,,,,,,,,,,1
,4,data,byte,[N],,,,,,,,,,,8
ant_tx,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,,,1
,0,fractional_timestamp,uint16,,,32768,,s,,,,,,,1
,1,mesg_id,byte,,,,,,,,,,,,1
,2,mesg_data,byte,[N],"channel_number,data,data,data,data,data,data,data,data",,,,"8,8,8,8,8,8,8,8,8",,,,,,9
,3,channel_number,uint8,,,,,,,,,,,,1
,4,data,byte,[N],,,,,,,,,,,8
exd_screen_configuration,,,,,,,,,,,,,,,
,0,screen_index,uint8,,,,,,,,,,,,1
,1,field_count,uint8,,,,,,,,,,number of fields in screen,,1
,2,layout,exd_layout,,,,,,,,,,,,1
,3,screen_enabled,bool,,,,,,,,,,,,1
exd_data_field_configuration,,,,,,,,,,,,,,,
,0,screen_index,uint8,,,,,,,,,,,,1
,1,concept_field,byte,,"field_id,concept_count",,,,"4,4",,,,,,1
,2,field_id,uint8,,,,,,,,,,,,1
,3,concept_count,uint8,,,,,,,,,,,,1
,4,display_type,exd_display_type,,,,,,,,,,,,1
,5,title,string,[32],,,,,,,,,,,1
exd_data_concept_configuration,,,,,,,,,,,,,,,
,0,screen_index,uint8,,,,,,,,,,,,1
,1,concept_field,byte,,"field_id,concept_index",,,,"4,4",,,,,,1
,2,field_id,uint8,,,,,,,,,,,,1
,3,concept_index,uint8,,,,,,,,,,,,1
,4,data_page,uint8,,,,,,,,,,,,1
,5,concept_key,uint8,,,,,,,,,,,,1
,6,scaling,uint8,,,,,,,,,,,,1
,8,data_units,exd_data_units,,,,,,,,,,,,1
,9,qualifier,exd_qualifiers,,,,,,,,,,,,1
,10,descriptor,exd_descriptors,,,,,,,,,,,,1
,11,is_signed,bool,,,,,,,,,,,,1
dive_summary,,,,,,,,,,,,,,,
,253,timestamp,date_time,,,,,s,,,,,,,
,0,reference_mesg,mesg_num,,,,,,,,,,,,
,1,reference_index,message_index,,,,,,,,,,,,
,2,avg_depth,uint32,,,1000,,m,,,,,0 if above water,,
,3,max_depth,uint32,,,1000,,m,,,,,0 if above water,,
,4,surface_interval,uint32,,,1,,s,,,,,Time since end of last dive,,
,5,start_cns,uint8,,,1,,percent,,,,,,,
,6,end_cns,uint8,,,1,,percent,,,,,,,
,7,start_n2,uint16,,,1,,percent,,,,,,,
,8,end_n2,uint16,,,1,,percent,,,,,,,
,9,o2_toxicity,uint16,,,,,OTUs,,,,,,,
,10,dive_number,uint32,,,,,,,,,,,,
,11,bottom_time,uint32,,,1000,,s,,,,,,,
,17,avg_ascent_rate,sint32,,,1000,,m/s,,,,,"Average ascent rate, not including descents or stops",,
,22,avg_descent_rate,uint32,,,1000,,m/s,,,,,"Average descent rate, not including ascents or stops",,
,23,max_ascent_rate,uint32,,,1000,,m/s,,,,,Maximum ascent rate,,
,24,max_descent_rate,uint32,,,1000,,m/s,,,,,Maximum descent rate,,
,25,hang_time,uint32,,,1000,,s,,,,,Time spent neither ascending nor descending,,
hrv,,,,,,,,,,,,,Heart rate variability,,
,0,time,uint16,[N],,1000,,s,,,,,Time between beats,,1
